id,name,questions
75de3c47-f0b9-4958-a3ff-eb5754ffa1c6,Matematica di Base,"[""c64efc53-5a3e-46ea-8293-7ade24b886bb"", ""deafc6ae-decd-4fd0-8d6d-438b90d36e58"", ""372bf717-e147-401e-a477-3705388f73bd"", ""2e43b39f-4e38-4c8e-bf47-16d1797c53cc"", ""5045a59c-6e92-4069-9ae4-14b63d745d0d"", ""4ee6f745-e500-4cfc-affd-103edc8a8c87"", ""1e8974db-17a1-42fd-befa-382b65d0e742"", ""15d2eb56-6bb6-4975-9a91-cb657c4471eb"", ""c7186103-8dfd-4d25-8873-405b85078a1b"", ""f86e3a38-0a40-4116-ba15-d1708d84e1dd"", ""4fe182fb-5894-46e8-b0a5-f7197af72ee2"", ""05ba39ee-ba12-41d1-8d7c-4ab5b7b216c6"", ""b69ebaa6-1413-46bb-91cd-5585da5a56b4"", ""28ff22b3-2565-4700-b0e9-027dbb4aa862"", ""97a38e3b-b87e-48f9-9360-cfbea3bd822f"", ""40563245-06cc-4956-bddd-248f6418c00d"", ""c136bf44-742d-4493-b26c-63b72ab2279d"", ""42c1bc09-0949-4cdc-b8c2-408f8109d544"", ""2b5d1726-d399-4100-b6a6-abeb46f598ae"", ""481e3cbb-0b18-4139-a2e3-7a723b014414""]"
2bf4c0e3-d6e5-47b3-abb4-f461a07828e3,Capitali,"[""d1570b42-b01c-48c6-9c19-4ed6cf417c90"", ""2554f189-4c9f-4ebe-b475-6be2f4cf6f56"", ""a2608578-e0be-42bf-8060-bec2ed7fa8ec"", ""fd292041-d79d-400b-b333-96c579b80ac5"", ""923fe770-6b7f-45fb-8adb-a891ee87bd70"", ""f758b801-aa8a-4778-ae91-676e67d05148"", ""1f9ab468-f92b-4107-b37d-29c2efd1331b"", ""12714d1c-97a1-41fc-9782-db56b8b57c8e"", ""ff047143-7bc0-4444-bb3e-31c6f5000a8c"", ""4f98a718-03b3-41e6-81f6-90296532138e"", ""4024de79-d256-4b26-be15-8afd769254aa"", ""52b8f680-bb7e-4fc1-8151-191552850771"", ""40894524-2160-4aae-b169-a6966598580b"", ""07cafa28-0259-47d3-9285-9abb455f821e"", ""8a96aa6d-e976-41ac-9b09-2461e9af8af7"", ""371af137-9edb-49ce-977c-06b03dcae599"", ""52ce73ef-67b8-4bcf-8ae6-458a96657bd4"", ""1019288e-6c37-42b8-8a26-4167a1836aa9"", ""742219a0-76cf-4c70-a14f-fa11e0dd6c40"", ""62f15176-ca1d-4cae-9c12-13e943758621""]"
